index,frequency,type
)C(=,17,functional_group
P(=O)(OCC)OCC,17,functional_group
COP(=O)(O),147,functional_group
c2cc1C,49,ring
\C=C\C(=O)N,21,functional_group
)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C,47,functional_group
C(=O)N[C@@H](CC(=O)O),43,functional_group
C(=O)O)C(=O)N[C@@H](C,21,functional_group
[C@H]2C(=O)N,234,functional_group
C1C,52,ring
COc1c(C)c2,129,ring
CCn1ccc(,12,ring
c2ccc(N)cc2,267,atom
COc1cc(NC(C)CCCN,48,ring
)c2ncccc2,62,atom
CCN(CC)S(=O)(=O),21,functional_group
c1ccc(Cl,70,ring
c3c(c2,34,atom
N[C@@H](CC(=O)O),30,functional_group
c(Br,55,atom
OCCCO,75,atom
NC(=N)N,156,functional_group
Cc1ncc(C,256,ring
N=C(,167,functional_group
c2ccccc2)nnc1,15,ring
CCN1CCOCC,109,atom
C3(CCN(CC,209,atom
(C)C)CC,315,atom
3)N,234,atom
C2=C(,264,functional_group
)C4=O,216,functional_group
NC(=O)c1cccc(,40,functional_group
3CC,271,atom
[C@]4(C),24,ionic
[C@]6(C),9,ionic
[C@]6(O),9,ionic
)O[C@@H]2C,9,ionic
O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O),67,ionic
[C@@H](O)[C@H](O)[C@@H](O),132,ionic
CN(C)c1ccc(,262,ring
C[C@H]3,253,ionic
2CCCCCC2,57,atom
c2ccc(C),15,atom
[C@@H](O)[C@H](O,112,ionic
c(NC(=O),23,functional_group
c(CC=C(C)C,25,functional_group
OC1(C)C,31,ring
O=C(Nc1nccs,22,functional_group
c3cccc(C(=O)N,11,functional_group
c4nccs,14,atom
4)c3,37,atom
c3ccccc3),357,atom
COC1=C(OC)C(=O),23,functional_group
=C(C)C),70,functional_group
CCC(=O)OC,19,functional_group
OP(=O)(O)OC,204,functional_group
[C@H](N)C(=O)O),216,functional_group
OC(=O)CC,115,functional_group
\CC,54,atom
nc1C(=O)N,39,functional_group
OB(O),38,atom
O)cc2)cc1,19,ring
C[C@@H]1CC[C@H]2[C@@H](C),32,ionic
[C@@H]3O[C@@]4(C)CC,11,ionic
OO,86,atom
COC(=O)N,243,functional_group
c(C)c(C,84,atom
O2)C,37,atom
c2c(C),179,atom
cc(n2,12,atom
[C@@]12CC,22,ionic
[n,236,ionic
H,478,atom
+],428,atom
c(O,23,atom
N12,45,atom
CSC,101,atom
Nc2,69,atom
3CCOCC3,107,atom
nc(C)c(C,11,atom
c4ccc(Cl)cc4,175,atom
n3n2,11,atom
OCC(C)C,130,atom
O)c(OC)c1,69,ring
CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O,22,functional_group
=O)C,194,functional_group
[C@H](C)[C@@H](O)[C@@H](OC),22,ionic
C(O,201,atom
CC1CC,153,ring
c2c(O)cc(O)cc2,15,atom
c2ccc(O)c(O)c2,83,atom
c2cnn(C)c2,10,atom
)cc(N,22,atom
c2cnccn2,18,atom
CC[C@@H](C,75,ionic
NC(=O)c2ccc(C,25,functional_group
CC(C)C[C@H](NC(=O)[C@H](CC,17,functional_group
)C(=O)N[C@@H](Cc1ccccc1,50,functional_group
)C(=O)N[C@@H](CC(C)C,45,functional_group
CO1,97,atom
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1,21,functional_group
)NC(=O)[C@@H](NC(=O)[C@H](CC,16,functional_group
[C@@H](N)CC(=O)O)C,12,functional_group
c1c[nH]cn1)C(=O)N,23,functional_group
[2,61,ionic
23,54,atom
R,83,atom
a,173,atom
n3c2,23,atom
c(cn,11,atom
3)CC1,342,ring
c1c[nH]c2ccccc12)N,78,ionic
Cc1ccc2c(c1,180,ring
C2CCCCC2,63,atom
)CCCC1,8,ring
c1c[nH]cn1)NC(=O),26,functional_group
)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N,42,functional_group
O=C1NCC,20,functional_group
c3ccnc(,20,atom
c4cnc5ccccc5c4,29,atom
)[C@H]2,161,ionic
OC[C@H]1O[C@@H](O,93,ionic
c3nccn3,6,atom
1CCC(CC,16,atom
c4ncc(,10,atom
Br)cc,43,atom
cc(Cl),50,atom
CCCCOc1,43,ring
c(O)cc3,8,atom
oc4,8,atom
c(O)c(O),17,atom
c4c23,8,atom
[C@H](F),77,ionic
OC[C@H]1,121,ionic
[C@@H](F),55,ionic
[C@@H](O)[C@@H]1O,273,ionic
N[C@@H]1,64,ionic
CCCCN(,5,atom
F)cc3,56,atom
)cc2)C(=O),10,functional_group
Cc1c(C,67,ring
c(O)cc(O)cc1,9,ring
CC[C@@H](,468,ionic
c6ccc(F)cc6,218,atom
4CCN(CC,172,atom
4)ccc3,274,atom
n12,343,ring
[C@@](C)(,53,ionic
)C(=O)C1=O,44,functional_group
CN1C(=O)C,92,functional_group
COc1cc(N)c(Cl)cc1C(=O)N,99,functional_group
CCN(CCCO,55,atom
c2ccc(F)cc2)C,67,atom
c2cc(F)ccc2,553,atom
n2C)cc1,79,ring
2CCC[C@@H]2,28,ionic
Nc1s,11,ring
ccc(Cl)cc,18,atom
[C@@H](N),206,ionic
[C@@H]3C[C@@H](C,24,ionic
[C@@](O)(C,157,ionic
[C@H](O)[C@H](O)C,317,ionic
[C@@H](O)[C@@H](C,20,ionic
)C(=O)N2C,48,functional_group
CC(O)C,180,atom
c1c(,456,ring
(CCO),44,atom
Nc1ncc(,63,ring
c2ccc(Cl)cc2Cl,63,atom
NC(=O)N2,24,functional_group
[C@]2(C)[C@H]1,59,ionic
COC(=O)C,86,functional_group
c1ccc(CN,69,ring
2CCOCC2)cc1,38,ring
\C#N,109,atom
[C@@H]2CCCC,12,ionic
C=CCN,68,functional_group
COc1ccc2c(O[C@@H]3C,15,ionic
CCCCC[C@H](NC(=O),17,functional_group
5CCCC5,40,atom
4C3,23,atom
c3cs,76,atom
c(NC(C)C)n,24,atom
OC[C@@H]2,38,ionic
CNCCO,61,atom
OCCN1CCN(CC,581,atom
CN2C,52,atom
ccc(Cl)c3,43,atom
[C@H]3[C@@H]4,90,ionic
CCC5,99,atom
CC(C)[C@H](N)C(=O)N,11,functional_group
1CCCC,358,atom
[T,134,ionic
e],20,atom
CCCOC(=O),37,functional_group
Cn1cc(,87,ring
nc1C,17,ring
C[C@H]1CCC,36,ionic
c2cc(O)cc(O)c2,59,atom
FC,75,atom
(F)(F)C(F)(F)C,19,atom
(F)(F)C(F)(F)F,31,atom
CC(C)(C)c1cc(NC(=O)N,25,functional_group
c2cccc3ccccc23)n,18,atom
c2cccc(N)c2,36,atom
nc(N)nc2,15,atom
CCCCNc1,126,ring
cc(S,109,atom
OC)N(C),171,atom
[C@@H]3C,663,ionic
O=C1NCN(c2ccccc2)C1,81,functional_group
c1ccc(F)cc1),101,ring
CC(C)CN(C,155,atom
[C@H](Cc1ccccc1)NC(=O),165,functional_group
O[C@H]1CC,260,ionic
c2cn(,90,atom
C1CCN(C,14,ring
C[N+]1(CC,106,ionic
[C@H]1O[C@@H]2,386,ionic
CC(=O)Nc1ccc(,138,functional_group
cc(CCC,101,atom
CCCCC(=O),21,functional_group
OCC(=O),48,functional_group
[C@H](O)[C@H](C)O,24,ionic
CO[C@@H]1C,43,ionic
C3=C,101,functional_group
[C@H](O)[C@@H](NC(=O)OC(C)(C)C,138,functional_group
[C@@H](OC(=O)c4ccccc4),79,functional_group
2)C3,89,atom
CCOCCOCCOCC,48,atom
)OCC,118,atom
l,345,atom
NC(=O)CNS(=O)(=O),34,functional_group
c3ccc(C#N,290,atom
ccc(CN,44,atom
OCC(CO,50,atom
COc1ccc(OC)c(CN,31,ring
(C)c2,145,atom
nc(N)nc(N,125,atom
)c3c2)c1,31,ring
-].,31,atom
[A,140,ionic
+].,43,atom
c2nc(O),37,atom
nc(O)c2,31,atom
n1CC,26,ring
c1cccc,336,ring
c1O),13,ring
B(O)O,140,atom
O=C1NC,43,functional_group
O)cc,208,atom
[C@H](O)[C@@H](COP(=O)(O),57,functional_group
cc(OC)ccc2,44,atom
(O)C(=O)N,109,functional_group
c1cccc2ccccc12,102,ring
[C@@H](Cc1ccccc1)NC(=O),16,functional_group
O=C(Cc1cccs1)N,52,functional_group
1CCC,661,atom
c1cnn(,17,ring
c2nc(N)c3,8,atom
[C@@H]4O[C@H](CO)[C@@H](O),8,ionic
C(=O)NO,35,functional_group
[C@H](N)C(=O)N,71,functional_group
n3cnc4,105,atom
(C)C)n,43,atom
cnc4,28,atom
CCCN(CCC)S(=O)(=O),132,functional_group
CC(C)N,130,atom
[C@H]2CC[C@H](N,47,ionic
c2c(C#N,156,atom
c1ccc2nc(,46,ring
c3cc(Cl)cc(Cl)c3,14,atom
(O)C=O),114,functional_group
(CCOCC,64,atom
[C@@H]2[C@@H](C,69,ionic
ncc(C(=O)N,11,functional_group
CC(C)(C)N,38,atom
3CCC[C@H]3C,85,ionic
SCC(=O),16,functional_group
C(F)(F)F,328,atom
[C@]1(C,358,ionic
[C@]4(C)[C@H]3CC,489,ionic
CNc1ncnc2,19,ring
[nH]cnc1,11,ionic
C[C@@H]1CC2,33,ionic
c2nc3ccccc3,46,atom
Cc1ccc(OC,24,ring
)cc1)C,117,ring
cc(CC,50,atom
)cc1O,135,ring
c1ccc(O,166,ring
O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2,308,ionic
OCCCN,202,atom
)c2c(,19,atom
)c1OCC,22,ring
)C(C,10,atom
c(c3,125,atom
OC2=O,27,functional_group
=O.,320,functional_group
OC[C@H](O),82,ionic
C(=O)N3,66,functional_group
O)n,84,atom
C2=C,170,functional_group
C(=O)C=C,245,functional_group
oc(,111,atom
C(=O)N[C@@H](CCCNC(=N)N,39,functional_group
)C(=O)N[C@@H](CCCNC(=N)N,17,functional_group
[C@H](CCC(=O)O),188,functional_group
Nc2nccc(,200,atom
)c3ccc4,147,atom
c(C)n[nH],24,ionic
2)cc(OC)c1OC,49,ring
)N2CCN(CC,6,atom
)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N,21,functional_group
)C(=O)N[C@@H](C)C(=O)N[C@@H](CC,9,functional_group
c1ccccc1)C,169,ring
@],206,atom
CC(C)CCNC(=O),12,functional_group
C=O),68,functional_group
C[C@@H]1CC[C@H]2,10,ionic
O[C@@H]3O,31,ionic
[C@@H]1[C@@]23OO4,31,ionic
#CC,325,atom
1CCCC1,96,ring
c2ncnc3,198,atom
[nH]ccc2,183,ionic
3)cn1,101,ring
C=C(CC,123,functional_group
c1ccc(OCC(=O)O),163,functional_group
c(Cl)c1Cl,109,ring
c3cccc,53,atom
)cc1OCC,19,ring
CCCCN(C)C(=O),19,functional_group
[C@H]3[C@@H]2,26,ionic
OCCCC(=O)O),23,functional_group
CCOCCn1,23,ring
nc(C(=O)N,60,functional_group
ccn3,36,atom
c2ccccc2[N+](=O)[O-],12,functional_group
(C)CC1,63,ring
O[C@@]1,9,ionic
1)N2C,9,atom
CCCCCCCCCCCCN,3,atom
CC(C)OC(=O)[C@H](C)N,43,functional_group
[P@](=O)(OC,35,functional_group
[C@](C)(F)[C@@H]1O),35,ionic
Cn1c(CC,31,ring
N(CCCl)CCCl,95,atom
O)[C@@H](O)[C@H](O),33,ionic
CC(C)(C)OC(=O)N,46,functional_group
[C@H]2CN(CC,53,ionic
ccc(C#N,63,atom
[C@@H](C1),6,ionic
[C@]1(O)C,43,ionic
COc1cccc,13,ring
n2cnc3c(N,44,atom
)c4ccccc4,127,atom
c5ccccn5,18,atom
COc1ccc(N,63,ring
5CCN,13,atom
C5=O),18,functional_group
)cc(C),13,atom
[3,32,ionic
c(Cl)c1,141,ring
CN1CCC(C,11,atom
)NC(=O)N,27,functional_group
2CCOCC2,158,atom
COc1cc2c(Oc3ccc(,5,ring
(O)C4,14,atom
c5ccc(F)cc5,78,atom
nc2cc1,33,ring
c2ccc3[nH],30,ionic
)c3c2)cc1,15,ring
[C@H]1C(=O)N,192,functional_group
2CCC[C@H]2,150,ionic
O[C@],111,ionic
(NC(=O),309,functional_group
c5cccc6,111,atom
[nH]cc(,50,ionic
3)(C,111,atom
c2cc(Br,50,atom
)c(NC,18,atom
)cc2OC,34,atom
CC1Cc2ccccc2,98,ring
ccc(Cl)c(,141,atom
CCCn1,158,ring
2CCN(C)CC2,13,atom
c2ccc(Cl)c(Cl)c2,32,atom
c1ccnc(N,41,ring
(=O)=O,250,functional_group
[C@H](NC(=O)N,33,functional_group
[12,91,ionic
I],120,atom
c2ccc(C(=O)N,88,functional_group
COc1cc(C,261,ring
Cc1ccc(OCC(=O)N,20,functional_group
(CC)CC,147,atom
)c(OC)c1,67,ring
n2ccc(,21,atom
CC(=O)N[C@@H](CC(C)C)C(=O)N,9,functional_group
(C)(C)CCC,36,atom
C[C@H](CCC(=O)O),125,functional_group
[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C,79,ionic
[C@]4(C)[C@H]3C[C@H](O),71,ionic
c2cnn3,29,atom
c3ccccc3)n,97,atom
oc2C,43,atom
)cc1Cl,350,ring
Cc1noc(NS(=O)(=O),113,functional_group
nn(C,18,atom
)c2ccccc12,73,ring
Cl)C(=O)N,49,functional_group
[C@],279,ionic
(C3)C2,40,atom
O)cc3,150,atom
O)c(O),212,atom
ncnc(N,91,atom
COC(=O)N1,19,functional_group
c2cccc(NC(=O)N,17,functional_group
c3ccc(C)nc3,11,atom
F)CC1,63,ring
CCCc1nn(C)c2,107,ring
OC[C@H]1O[C@H](O,110,ionic
c(C)c2cc3,101,atom
nc(cc4,83,atom
nc(cc1,110,ring
[nH]2)C,105,ionic
5CC,143,atom
(C)C3=CC,83,functional_group
C[C@]12CC[C@H](O),37,ionic
NC(=O)[C@@H](NC(=O),52,functional_group
c2ncccc2,61,atom
[C@@H](C)OC(=O),28,functional_group
[C@@H]2CC(=O),46,functional_group
CCN2C(=O),58,functional_group
[C@H](Cc2ccccc2)N,32,ionic
[C@@H]2CCCN2,37,ionic
I)cc(I,116,atom
[C@@H]1O),73,ionic
Cn1cc(NC(=O),10,functional_group
)cn2C)cc1C(=O)N,10,functional_group
COC(=O)c1ccc(,31,functional_group
c2ccccc2)O,113,atom
NC(=O)[C@@H](N)C,144,functional_group
c2ccc(C)cc2,38,atom
[N@+],115,ionic
[C@@H]3C=C,94,functional_group
CC[N+](C)(C)C,60,ionic
OCc1,29,ring
Nc1ncc2,16,ring
c3c(Br)cc,10,atom
c1cnc(N,59,ring
2CCCO,42,atom
cc[nH],165,ionic
[Si](C)(C)C,47,ionic
nc3ccccc3,22,atom
(CN(C)C,159,atom
)C2(O),159,atom
CCCCC2,370,atom
(CCC,208,atom
(C)C)C(=O),237,functional_group
NC(=O)NC1=O,356,functional_group
[C@H]1N,64,ionic
[C@@H](CN,96,ionic
[C@H](CO)C,51,ionic
c2ccc(O)c(OC)c2,32,atom
CC1=CC,53,functional_group
[C@H]2C[C@@H]1,13,ionic
)OC2,13,atom
Oc4ccc(,26,atom
n5,57,atom
cnnn,10,atom
CCC1=C,95,functional_group
[C@@H]2[C@H](C,13,ionic
(CN,165,atom
Cc1ccc(N,93,ring
)cc1C,57,ring
c1cn(,31,ring
c2cn[nH]c2,30,ionic
CC(C)CCCC(C),26,atom
CCCC(C),93,atom
CCCCC(C),23,atom
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N),268,ionic
NC(=O)NS(=O)(=O),341,functional_group
[C@@H](O)[C@H](O)[C@@H](CO),18,ionic
g,187,atom
)c(Br,51,atom
c2ccccc2c1N,17,ring
Oc1nc(N,113,ring
)nc(C,37,atom
C(=O)O[C@H]1,26,functional_group
CCC=C,30,functional_group
C=C(C#N,28,functional_group
)C(=O)OC,63,functional_group
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2,283,functional_group
C[C@@H](O)[C@H](C,283,ionic
NC(=O)c1ccc2,294,functional_group
CCCC[C@H]1,157,ionic
c2ns,139,atom
c3ccccc23,156,atom
[C@]2(C)[C@@]1,85,ionic
COC(=O)c1cccc(,13,functional_group
COP(=O)(O)OP(=O)(O),178,functional_group
c1ccc(OCCN,180,ring
2c3ccccc3,60,atom
Oc3ccccc3,66,atom
CS(=O)(=O),255,functional_group
F)cc2,92,atom
OCOC,32,atom
CC1(C)S,47,ring
CCCS(=O)(=O)Nc1ccc(,129,functional_group
F)c(C(=O),144,functional_group
[C@H]3[C@H](CC,64,ionic
CCCNCCCCN,15,atom
OS(=O)(=O)O,177,functional_group
)ccc2c1,33,ring
Cc1ccc2c(,13,ring
5CCC,13,atom
5)ccc4,39,atom
CCCNC(=N)N,25,functional_group
FC(F),135,atom
F)C(F)(F)F,50,atom
NCCCC[C@H](N,99,ionic
OC(C)(C)C)C(=O)N,7,functional_group
C=O,113,functional_group
F)C(=O)O,10,functional_group
n1cc(,50,ring
NC(=O)C3,19,functional_group
4CC5CC(CC(C5)C3)C4,14,atom
)cccc12,42,ring
[C@H]1CC[C@H]2[C@@H]3C,38,ionic
[C@@]4(C),164,ionic
COc1ccc2c(c1,617,ring
c2ccc3ccccc3c2)C(=O)N,4,functional_group
2CCCC[C@@H]2,4,ionic
C(=O)O)c1,26,functional_group
OCCOCCOCCOCC,134,atom
OCCOCC,174,atom
NC(=O)c1ccc(CN,14,functional_group
c2nccc(,17,atom
[C@@H]3[C@H](CC,129,ionic
CCCCC3,175,atom
)[C@@H]4,119,ionic
OC(C,390,atom
n4ccnc4,275,atom
c4ccc(Cl)cc4Cl,278,atom
c1cccc(O)c1,285,ring
)[C@@H](C),337,ionic
COC(=O)C1=C,10,functional_group
CC(=O)c1,286,functional_group
4CCNCC4,241,atom
CCc1c(C),95,ring
CO[C@H]1O[C@H](C,120,ionic
OS(=O)(=O)O)[C@@H](O,233,functional_group
O[C@@H](C,271,ionic
[C@H]3O[C@H](C,141,ionic
[C@@H]4O[C@H](C,115,ionic
[C@H]5O[C@H](C,112,ionic
[C@H]4O),170,ionic
[C@H](OS(=O)(=O)O),169,functional_group
OS(=O)(=O),279,functional_group
Cc1ccn,72,ring
C[N+],19,ionic
C=C(C(=O),21,functional_group
2C(=O)c3ccccc3C2=O),194,functional_group
CCN(CC),129,atom
COc1ccc(Cl)cc1,173,ring
C2CCCCC2)cc1,265,ring
COc1ccc(C(=O),80,functional_group
NNC(=O)c1,75,functional_group
ccncc1,208,ring
ccccc4,18,atom
c23),33,atom
C[N+]1(C),172,ionic
(OC(=O),63,functional_group
[Br,43,ionic
CCCC(=O)N,233,functional_group
c1ncnc2c1ncn2,66,ring
O[C@@H]2,315,ionic
OC(=O)CCC,145,functional_group
CCOC(=O)C1=C,46,functional_group
[C@@H]([C@H](C,6,ionic
=[N+]([O-],312,functional_group
cccc2,215,atom
c2ccc3ncc(,6,atom
c4cccc(OC(F)(F)F)c4,6,atom
)n3n2,36,atom
c1cc2c(N,75,ring
c3ccc(F)c(Cl)c3,75,atom
)ncnc2cc1,75,ring
CC(C)(C)N1,27,atom
CC(CC,157,atom
c1ccc(O)cc1)N,204,ring
O)c(O)c1,119,ring
[S-],66,ionic
SS,171,atom
(\,448,atom
C(=O)N2C,374,functional_group
[n+]3ccccc3,27,ionic
O=C1C,169,functional_group
=CC(=O)N,31,functional_group
N1C(=O)C,24,functional_group
=CC1=O,24,functional_group
cnc(C,43,atom
[C@H](CCCN,26,ionic
NC(=O)CCN,8,functional_group
(OC(=O)N,13,functional_group
c3ccccc3)CC2,24,atom
)c(Cl)cc1,8,ring
c1ccc(O)c2,21,ring
[C@@H](CC(=O)O),130,functional_group
=C(Br)C(=O),10,functional_group
=C(Br,20,functional_group
2CCCN,27,atom
NC(=O)N(,27,functional_group
NC(=O)c1nc(,12,functional_group
nc1O,116,ring
CCOC(=O)c1,32,functional_group
csc(N,13,atom
SC3,20,atom
CCN(CC)CCn1,30,ring
Fc1ccc(CN,13,ring
nn3,69,atom
c3ccc4ccccc4c3,37,atom
Nc2nc(N,46,atom
CC(=O)O)cc3,10,functional_group
)ncc2,49,atom
CS(=O)(=O)N1CCC,7,functional_group
([C@H]2,7,ionic
c3ccc(Cl)cc,7,atom
3C(N,7,atom
3CCNCC,15,atom
Cc1cc(C(=O)N,200,functional_group
c2cc(Cl),32,atom
3CCCCC3)c2,8,atom
c3ccccc3)ccc2,59,atom
\C=N,14,functional_group
c3nccc(,14,atom
c4cc(F)cc(F)c4,14,atom
2)c1,90,ring
C[C@]12,195,ionic
c3ccc(CN,28,atom
4CCN(C)CC4,157,atom
cc1O,298,ring
n2nnnc2,12,atom
C(F)(F)F)cc1,23,ring
CN[C@H]1,140,ionic
COC(=O)C1,52,functional_group
c3cnc4,21,atom
)c4n3,25,atom
[C@H](CC(=O)O),144,functional_group
c1ccc(Cl)cc1)C,10,ring
Sc2n,7,atom
CCC(C,176,atom
[C@@H]2CC[C@H]3,7,ionic
CC(=O)N3,7,functional_group
CCCC[C@H](NC(=O)[C@H](C,9,functional_group
O)NC(=O)[C@H](C,36,functional_group
)NC(=O)[C@H](CO),21,functional_group
c1cnc[nH],126,ionic
)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C,46,functional_group
c1c[nH]c2ccccc12)C(=O)N,87,functional_group
CC(=O)N[C@@H](CCCCN)C(=O)N,36,functional_group
C(C)(C)C,149,atom
c1cc(OC,29,ring
)c(CCN,8,atom
CN1CCCC,251,atom
n2nc(C,364,atom
(F)(F)F)c(,26,atom
CCCc1c(,58,ring
([O-])C,142,ionic
P(=O)([O-])[O-],55,functional_group
Cc1cc(NC(=O),17,functional_group
[nH]cc(CCN,12,ionic
c3cc(N,23,atom
)ncn,27,atom
[C@H](O[C@@H]4,50,ionic
[C@H](O[C@@H]5,69,ionic
[C@H](O[C@@H]7,37,ionic
O)[C@H](O)[C@H]7,37,ionic
[C@H]6,252,ionic
C(F)(F)F)N,34,atom
cccnc3c2,4,atom
n1)C(=O)O,13,functional_group
OCc2ccccc2,75,atom
C1=C(C(=O),10,functional_group
[C@@H](O)[C@@H](O,71,ionic
CNC(C)C,112,atom
(OC3,97,atom
OCC(C),202,atom
(NC,97,atom
Clc1cc(,10,ring
[C@@H]3CN,60,ionic
)cnc1,10,ring
CS(=O)(=O)N,79,functional_group
1=C(O),7,functional_group
4)[C@@H]3,16,ionic
)C1=O),7,functional_group
(O)C(C,27,atom
CCCCCN,52,atom
c1ccn2,36,ring
c(n1,37,ring
)O[C@H]1,31,ionic
N[C@@H](CC(=O)N1CC,52,functional_group
nc(C,148,atom
N1CC,82,atom
CCC1=O,34,functional_group
c1sc(,58,ring
nn1C,52,ring
[C@]4(C)C3=CC,21,functional_group
3CCCC3)n,10,atom
CC(=O)Nc1ccc(C,109,functional_group
c1ccc(Cl)c(Cl)c1,45,ring
V,165,atom
[O,111,ionic
(=O)(=O),41,functional_group
(=O)(=O)=O,9,functional_group
2CCCC2=O),28,functional_group
c2ccc(OCCN,188,atom
cc(OC)c1OC,50,ring
c1ccc2c(,100,ring
c3ccccn3,161,atom
Nc1ncnc2,23,ring
[C@@H]2O[C@@]3(C)CC[C@H]4,49,ionic
[C@@H]([C@H]1C),49,ionic
c2nc(C,55,atom
3CCCC3),34,atom
NS(=O)(=O)c1ccc(N,92,functional_group
)CC3)n,67,atom
c3ncnn2,29,atom
CNC(=O)[C@H](C,116,functional_group
nc(CC,30,atom
c2ccc(Cl)cc2)cc1,75,ring
Cc1ccc(NC(=O),9,functional_group
nc3c2,21,atom
N4CCN(C)CC,10,atom
3)s1,26,atom
C[C@]12CCC,100,ionic
3=C,118,functional_group
n2c(nnc2,41,atom
c1cc(F)c(,138,ring
Fc1ccc2,21,ring
c3cccc(OCC,14,atom
(F)(F)C,96,atom
(F)F)c3,14,atom
)c[nH]c2c1,54,ionic
CCN(CC)CCNC(=O)c1,132,functional_group
cc(Cl)c(N,298,atom
c2ccc3ncnc(N,91,atom
c5cccc(F)c5)c(Cl)c4,84,atom
cncn,41,atom
CCCCc1nc(Cl)c(C,71,ring
c2nn[nH],129,ionic
c2ccc(O)cc1,12,ring
2CCC3(CC2)N,13,atom
c(F)ccc(,10,atom
N3,87,atom
c3nc4,15,atom
=CC(=N,26,functional_group
)c5ccccc5,28,atom
[M,215,ionic
[C@]34C)[C@@H]1CC,29,ionic
nc(N)c3,12,atom
=C4CC,29,functional_group
[C@@H]2OC(=O),48,functional_group
[C@H]4C,139,ionic
[C@@]1(O)C,31,ionic
CN1CC(=O)N,17,functional_group
[C@](C)(O)C[C@@H](C),62,ionic
3)C1,85,ring
CC(C)(C)c1cc(,34,ring
NC(=O)Nc2ccccc2,12,functional_group
nc(N)nc(N)c1,28,ring
[67Ga+3,15,ionic
)c1Br,136,ring
[C@@H](O)[C@@H](O)[C@H](O),74,ionic
C[C@@H]1CN(,65,ionic
[C@@H](C)C(=O)O,37,functional_group
c2ccc(F)c(F)c2,123,atom
OS(=O)(=O)N,31,functional_group
[C@@H]2CCCN,33,ionic
CCCCc1nc2,12,ring
COCCCOc1cc(C[C@@H](C[C@H](N),88,ionic
CC(C)(C)C,457,atom
C(C)C)C,125,atom
Cc1ccc(OCC,7,ring
(=O)[O-],83,functional_group
SC(=S)N,85,functional_group
cc(Cl)ccc3,120,atom
CCCN(C)CC,13,atom
(O)C(=O)C,36,functional_group
CC[C@H](C)[C@H](N,66,ionic
)C1=N,42,functional_group
c3c[nH]cn3,14,ionic
)NC(=O)[C@@H](C,78,functional_group
NC(=O)[C@H](,227,functional_group
[C@@H](C)CC,248,ionic
)NC(=O)[C@@H](CC,14,functional_group
)NC2=O),14,functional_group
S1,353,atom
Cc1ccc(C)c(N,12,ring
[N,106,ionic
c(F)cc,9,atom
O[C@@H](CC,43,ionic
C(F)(F)F)c2,20,atom
Cc1ccn(,13,ring
nc(N)n,120,atom
CC1=,33,functional_group
[Fe-3],24,metal
34,54,atom
ON1,24,atom
O)C(=O)N[C@@H](C,27,functional_group
[C@@H](O)[C@H]1,21,ionic
)c6,44,atom
[C@@H](O)[C@@H]1O),8,ionic
NC(=O)[C@@H](CC,18,functional_group
(O2)C,24,atom
NC(=O)[C@H](N),29,functional_group
c2cc(O)c(O)c(O)c2,56,atom
CC1=C(C)C(=O),42,functional_group
[C@H](C)CCC,201,ionic
CC(C)N1,27,atom
NC(=O)c2cc3ccccc3,10,functional_group
CC(=O)N[C@@H](CC(=O)N,12,functional_group
C(=O)O)C(=O)O,167,functional_group
Nc1ncnc2c1ncn,15,ring
2CCOC,15,atom
CC(C)C(=O)N,47,functional_group
c3csc(N)n,33,atom
c1cccs,443,ring
Nc2ncn,18,atom
[C@H](O)C4,7,ionic
)c23)c1,7,ring
[N+](=O)[O-])N,93,functional_group
Cc1ccc(CN,67,ring
CCc1nc(N)nc(N)c1,119,ring
C1=,108,functional_group
[C@](C)(,106,ionic
c2ccc3ccccc3,13,atom
c1cc(Br,117,ring
)c(O)c(Br,102,atom
CCOC(=O)CC,16,functional_group
2CCCCC2)cc1,88,ring
c2ccncc2)cc1,24,ring
c2c(F)cccc2Cl,35,atom
)c1C(=O)N,87,functional_group
(CN1,23,atom
c(Cl)cccc2,15,atom
n(C)c1,37,ring
c4ccccc4)c3,73,atom
[C@H](CO,24,ionic
CN(C)C(=O),155,functional_group
Oc1cc(,146,ring
OC(=O)N(C)C,9,functional_group
CNC(C)(C)C,92,atom
(CN(C,119,atom
c4cccc,31,atom
(C)OC(=O),49,functional_group
CCCCCCCCCCCC(=O),56,functional_group
[C@H](NC(=O)[C@H](N,99,functional_group
)C(=O)N2,198,functional_group
C[C@H]2,35,ionic
S(=O)(=O)C1,57,functional_group
N[C@@H](CC(=O)N,30,functional_group
(F)(F)F)C,10,atom
CN(C)CCCn1,7,ring
CC(=,30,functional_group
c1)N,130,ring
(CCCO),116,atom
(O)CO),28,atom
